,Employer,Address,Positions,Province,NOC,Stream,Incorporate_status,LMIAs,YEAR,PERIOD,NOC_code,NOC_label
19312,Brenta Construction Inc.,"Burnaby, BC V5B 3A6",5,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19313,Brenta Construction Inc.,"Burnaby, BC V5B 3A6",4,British Columbia,7282-Concrete finishers,High Wage,Unknown,2,2024,Q1,7282,Concrete finishers
19314,Bright Concept Construction Ltd,"Abbotsford, BC V2T 5M2",2,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19315,Bright Concept Construction Ltd,"Abbotsford, BC V2T 5M2",3,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19316,Bright Star Plumbing & Heating Supply Ltd.,"Vancouver, BC V5V 4C5",1,British Columbia,"7203-Contractors and supervisors, pipefitting trades",High Wage,Unknown,1,2024,Q1,7203,"Contractors and supervisors, pipefitting trades"
19317,BRIGHTER CLEANING SERVICES Inc.,"Vancouver, BC V6C 2G8",1,British Columbia,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
19318,BRIGHTER CLEANING SERVICES Inc.,"Vancouver, BC V6C 2G8",2,British Columbia,"6733-Janitors, caretakers and building superintendents",High Wage,Unknown,2,2024,Q1,6733,"Janitors, caretakers and building superintendents"
19319,Brown Boys Enterprises Ltd.,"Kelowna, BC V1P 1A1",8,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19320,BROWN BROS FRAMING AND DRYWALL LTD,"Surrey, BC V3W 4G2",2,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19321,BROWN BROS FRAMING AND DRYWALL LTD,"Surrey, BC V3W 4G2",1,British Columbia,"7284-Plasterers, drywall installers and finishers and lathers",High Wage,Unknown,1,2024,Q1,7284,"Plasterers, drywall installers and finishers and lathers"
19322,BROWN BROS FRAMING AND DRYWALL LTD,"Surrey, BC V3W 4G2",3,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19323,BRUCE SKY BODYCARE LTD.,"Richmond, BC V6X 3Z9",1,British Columbia,"0651-Managers in customer and personal services, n.e.c.",High Wage,Unknown,1,2024,Q1,0651,"Managers in customer and personal services, n.e.c."
19324,BS SANDHU DRYWALL LTD.,"SURREY, BC V3V 4X5",2,British Columbia,"7284-Plasterers, drywall installers and finishers and lathers",High Wage,Unknown,1,2024,Q1,7284,"Plasterers, drywall installers and finishers and lathers"
19325,BSB GLASS & SHOWER DOOR LTD.,"SURREY, BC V3W 3B1",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19326,BSM Drywall Ltd,"Surrey, BC V3V 0A9",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19327,BSM Drywall Ltd,"Surrey, BC V3V 0A9",1,British Columbia,"7284-Plasterers, drywall installers and finishers and lathers",High Wage,Unknown,1,2024,Q1,7284,"Plasterers, drywall installers and finishers and lathers"
19328,BSP Bicycle Sports Pacific Inc.,"Vancouver, BC V6Z 2K2",1,British Columbia,6221-Technical sales specialists - wholesale trade,High Wage,Unknown,1,2024,Q1,6221,Technical sales specialists - wholesale trade
19329,Budget Insulation & Drywall Ltd.,"Surrey, BC V3W 5T3",1,British Columbia,1523-Production logistics co-ordinators,High Wage,Unknown,1,2024,Q1,1523,Production logistics co-ordinators
19330,Buena Vista Gardening Inc.,"Vancouver, BC V5R 5S1",1,British Columbia,"8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",High Wage,Unknown,1,2024,Q1,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
19331,Buildiko Homes & Construction Ltd,"surrey, BC V4N 1A1",3,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19332,BULANDI WOOD DESIGN LTD.,"Surrey, BC V3W 1B3",1,British Columbia,7294-Painters and decorators (except interior decorators),High Wage,Unknown,1,2024,Q1,7294,Painters and decorators (except interior decorators)
19333,BULLS SECURITY INC,"Surrey, BC V3W 1R1",2,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19334,BULLS SECURITY INC,"Surrey, BC V3W 1R1",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19335,Buna Contracting Ltd,"Coquitlam, BC V3J 6K2",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19336,BUNGEE HOLDINGS LTD,"VANCOUVER, BC V6B 3M1",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19337,BUNGEE HOLDINGS LTD,"VANCOUVER, BC V6B 3M1",1,British Columbia,"7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",High Wage,Unknown,1,2024,Q1,7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers"
19338,BUP VO,"Surrey, BC V3S 9C5",2,British Columbia,8441-Fishing vessel deckhands,High Wage,Unknown,1,2024,Q1,8441,Fishing vessel deckhands
19339,BURRARD PHARMACEUTICALS ENTERPRISES LTD.,"West Vancouver, BC V7S 3J5",1,British Columbia,2171-Information systems analysts and consultants,High Wage,Unknown,1,2024,Q1,2171,Information systems analysts and consultants
19340,Busters Reinforcing Inc.,"Surrey, BC V3V 6N2",2,British Columbia,7236-Ironworkers,High Wage,Unknown,1,2024,Q1,7236,Ironworkers
19341,Buttar Drywall Ltd,"Surrey, BC V3X 0K5",2,British Columbia,7271-Carpenters,High Wage,Unknown,2,2024,Q1,7271,Carpenters
19342,C BATH DRYWALL LTD,"Surrey, BC V3S 5E4",2,British Columbia,"7284-Plasterers, drywall installers and finishers and lathers",High Wage,Unknown,1,2024,Q1,7284,"Plasterers, drywall installers and finishers and lathers"
19343,C M T Transport Inc,"Maple Ridge, BC V2X 7P4",4,British Columbia,7511-Transport truck drivers,High Wage,Unknown,1,2024,Q1,7511,Transport truck drivers
19344,C&M Cleaning Services Ltd.,"Vancouver, BC V5N 4C9",2,British Columbia,6315-Cleaning supervisors,High Wage,Unknown,2,2024,Q1,6315,Cleaning supervisors
19345,Calgary Sweets & Restaurant Ltd.,"surrey, BC V3W 4E8",1,British Columbia,6322-Cooks,High Wage,Unknown,1,2024,Q1,6322,Cooks
19346,Cambie Roofing Contractors Ltd.,"Vancouver, BC V5X 4T6",1,British Columbia,7611-Construction trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
19347,Cambridge Immigration Solutions Inc,"Surrey, BC V3W 3N4",1,British Columbia,"1123-Professional occupations in advertising, marketing and public relations",High Wage,Unknown,1,2024,Q1,1123,"Professional occupations in advertising, marketing and public relations"
19348,Cambridge Immigration Solutions Inc,"Surrey, BC V3W 3N4",1,British Columbia,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
19349,Cambridge Immigration Solutions Inc,"Surrey, BC V3W 3N4",2,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19350,Cambridge Immigration Solutions Inc,"Surrey, BC V3W 3N4",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19351,Camy's Pizza 2002 Ltd,"Vancouver, BC V5W 2Z4",1,British Columbia,6311-Food service supervisors,High Wage,Unknown,1,2024,Q1,6311,Food service supervisors
19352,Can American Enterprises Ltd,"Surrey, BC V3W 5A8",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19353,CAN TECHNOMED TRADING LTD.,"Richmond, BC V6V 0B7",1,British Columbia,2241-Electrical and electronics engineering technologists and technicians,High Wage,Unknown,1,2024,Q1,2241,Electrical and electronics engineering technologists and technicians
19354,Canada Hi-Tech Products LTD,"Surrey, BC V3W 0K8",1,British Columbia,7452-Material handlers,High Wage,Unknown,1,2024,Q1,7452,Material handlers
19355,CANADA LEADS MARKETING INC.,"SURREY, BC V3T 1K6",1,British Columbia,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
19356,CANADA LEADS MARKETING INC.,"SURREY, BC V3T 1K6",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19357,CANADA NEST IMMIGRATION CONSULTING LTD.,"Vancouver, BC V6E 2Y3",1,British Columbia,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
19358,CANADA NEST IMMIGRATION CONSULTING LTD.,"Vancouver, BC V6E 2Y3",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19359,CANADA ROYAL ACCOUNTING SERVICES INC.,"North Vancouver, BC V7R 3P7",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19360,Canadian Forest Products Ltd,"Prince George, BC V2L 4W2",1,British Columbia,7311-Construction millwrights and industrial mechanics,High Wage,Unknown,1,2024,Q1,7311,Construction millwrights and industrial mechanics
19361,Canadian metal and fibre Ltd,"Surrey, BC V3S 5T3",1,British Columbia,0621-Retail and wholesale trade managers,High Wage,Unknown,1,2024,Q1,0621,Retail and wholesale trade managers
19362,Canadian metal and fibre Ltd,"Surrey, BC V3S 5T3",1,British Columbia,1223-Human resources and recruitment officers,High Wage,Unknown,1,2024,Q1,1223,Human resources and recruitment officers
19363,Canadian metal and fibre Ltd,"Surrey, BC V3S 5T3",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19364,Canadian metal and fibre Ltd,"Surrey, BC V3S 5T3",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19365,Canadian Mr. Sweeper Inc.,"Burnaby, BC V5C 3V6",3,British Columbia,7332-Appliance servicers and repairers,High Wage,Unknown,1,2024,Q1,7332,Appliance servicers and repairers
19366,Canadian Outback Rafting Company Ltd,"North Vancouver, BC V7L 1A4",5,British Columbia,"5254-Program leaders and instructors in recreation, sport and fitness",High Wage,Unknown,1,2024,Q1,5254,"Program leaders and instructors in recreation, sport and fitness"
19367,Canadian Tax Services Inc.,"Vancouver, BC V5X 3T6",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19368,CanaSteel Rebar Services Corp.,"Prince George, BC V2N 2J8",1,British Columbia,7235-Structural metal and platework fabricators and fitters,High Wage,Unknown,1,2024,Q1,7235,Structural metal and platework fabricators and fitters
19369,Canature Processing Inc.,"Langley, BC V4W 3S8",2,British Columbia,"0015-Senior managers - trade, broadcasting and other services, n.e.c.",High Wage,Unknown,2,2024,Q1,0015,"Senior managers - trade, broadcasting and other services, n.e.c."
19370,Can-Best Tire Services Ltd.,"Abbotsford, BC V2T 6H6",1,British Columbia,7237-Welders and related machine operators,High Wage,Unknown,1,2024,Q1,7237,Welders and related machine operators
19371,Canbridge Business Group Ltd.,"Richmond, BC V6X 0J8",1,British Columbia,0601-Corporate sales managers,High Wage,Unknown,1,2024,Q1,0601,Corporate sales managers
19372,Canbridge Business Group Ltd.,"Richmond, BC V6X 0J8",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19373,Can-Pro Building Maintenance Ltd,"Surrey, BC V3W 2X2",1,British Columbia,6315-Cleaning supervisors,High Wage,Unknown,1,2024,Q1,6315,Cleaning supervisors
19374,Canpro Consulting Inc.,"Surrey, BC V3W 3N5",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19375,CANTRACK CONSTRUCTIONS LTD,"Surrey, BC V3W 4E9",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19376,Canucks Drywall Ltd.,"Vancouver, BC V5X 2C5",1,British Columbia,"7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",High Wage,Unknown,1,2024,Q1,7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers"
19377,Canus Occupational Testing Services Ltd.,"SURREY, BC V3S 7J1",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19378,CANWEST LOGISTICS INC,"Richmond, BC V7C 4V4",1,British Columbia,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",High Wage,Unknown,1,2024,Q1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations"
19379,Canwest Tanks & Ecological Systems Ltd,"Surrey, BC V3V 3X4",1,British Columbia,1222-Executive assistants,High Wage,Unknown,1,2024,Q1,1222,Executive assistants
19380,Canwest Tanks & Ecological Systems Ltd,"Surrey, BC V3V 3X4",1,British Columbia,"9227-Supervisors, other products manufacturing and assembly",High Wage,Unknown,1,2024,Q1,9227,"Supervisors, other products manufacturing and assembly"
19381,CANWOOD FILMS LTD.,"Surrey, BC V3W 4E9",4,British Columbia,5135-Actors and comedians,High Wage,Unknown,1,2024,Q1,5135,Actors and comedians
19382,CAPITAL DIESEL SALES AND SERVICE LTD,"surrey, BC V3W 4E8",4,British Columbia,7612-Other trades helpers and labourers,High Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
19383,Capital Tile & Stone Ltd.,"Surrey, BC V3W 4G1",1,British Columbia,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",High Wage,Unknown,1,2024,Q1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations"
19384,CAPSTONE IMMIGRATION SERVICES LTD.,"Surrey, BC V3W 3A6",1,British Columbia,1221-Administrative officers,High Wage,Unknown,1,2024,Q1,1221,Administrative officers
19385,Captain Consultants Ltd.,"Surrey, BC V3W 0E6",1,British Columbia,1241-Administrative assistants,High Wage,Unknown,1,2024,Q1,1241,Administrative assistants
19386,Captain Foods ltd.,"Surrey, BC V3W 1B3",4,British Columbia,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",High Wage,Unknown,1,2024,Q1,6331,"Butchers, meat cutters and fishmongers - retail and wholesale"
19387,Captain Homes Ltd.,"Surrey, BC V3W 2K8",1,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19388,Car Talk Auto Repair Ltd.,"Port Coquitlam, BC V3C 1N2",1,British Columbia,"7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",High Wage,Unknown,1,2024,Q1,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
19389,CARION CONSTRUCTION LTD,"DELTA, BC V4G 1C9",2,British Columbia,7271-Carpenters,High Wage,Unknown,2,2024,Q1,7271,Carpenters
19390,Carry On Cleaning Ltd.,"Whistler, BC V8E 0S9",1,British Columbia,6315-Cleaning supervisors,High Wage,Unknown,1,2024,Q1,6315,Cleaning supervisors
19391,Carson Air Ltd,"Kelowna, BC V1V 2S2",2,British Columbia,7315-Aircraft mechanics and aircraft inspectors,High Wage,Unknown,1,2024,Q1,7315,Aircraft mechanics and aircraft inspectors
19392,Casa Decor 2019 Ltd.,"Kamloops, BC V2C 2B9",1,British Columbia,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",High Wage,Unknown,1,2024,Q1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations"
19393,Casa Framing & Construction Ltd.,"Surrey, BC V3S 2E2",1,British Columbia,"7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",High Wage,Unknown,1,2024,Q1,7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers"
19394,Cascade Inn Ltd,"Quesnel, BC V2J 2C4",1,British Columbia,0632-Accommodation service managers,High Wage,Unknown,1,2024,Q1,0632,Accommodation service managers
19395,Cascade Inn Ltd,"Quesnel, BC V2J 2C4",1,British Columbia,1311-Accounting technicians and bookkeepers,High Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
19396,Cascade Inn Ltd,"Quesnel, BC V2J 2C4",1,British Columbia,6315-Cleaning supervisors,High Wage,Unknown,1,2024,Q1,6315,Cleaning supervisors
19397,castella manufacturing ltd,"VANCOUVER, BC V5X 4P3",1,British Columbia,0114-Other administrative services managers,High Wage,Unknown,1,2024,Q1,0114,Other administrative services managers
19398,Cave Athletics,"Delta, BC V4C 6R6",1,British Columbia,"1123-Professional occupations in advertising, marketing and public relations",High Wage,Corporation,1,2024,Q1,1123,"Professional occupations in advertising, marketing and public relations"
19399,CBS Infosys,"Victoria, BC V8V  4Y",1,British Columbia,2171-Information systems analysts and consultants,High Wage,Corporation,1,2024,Q1,2171,Information systems analysts and consultants
19400,CCF Construction Ltd.,"Surrey, BC V3R 4H4",5,British Columbia,7271-Carpenters,High Wage,Unknown,1,2024,Q1,7271,Carpenters
19401,CCI CANADIAN CIRCUITS INC,"SURREY, BC V3W 3K3",1,British Columbia,"0124-Advertising, marketing and public relations managers",High Wage,Unknown,1,2024,Q1,0124,"Advertising, marketing and public relations managers"
19402,Cecilia & Kevin Music Studio Ltd,"Richmond, BC V7C 4N1",1,British Columbia,5133-Musicians and singers,High Wage,Unknown,1,2024,Q1,5133,Musicians and singers
19403,Cell- Talk Wireless Inc.,"Langley Twp, BC V1M 2Y2",1,British Columbia,6221-Technical sales specialists - wholesale trade,High Wage,Unknown,1,2024,Q1,6221,Technical sales specialists - wholesale trade
